review_id,product_id,product_name,category,user_id,rating,review,label,date
R0271,P003,Men's Running Shoes,Clothing,U3339,4,This product has sound is clear :),positive,13-03-2023
R0272,P003,Men's Running Shoes,Clothing,U4866,4,This product has very useful.,positive,11-01-2025
R0273,P007,Gaming Mouse RGB,Electronics,U3513,4,This product has very useful :),positive,29-01-2025
R0274,P006,Women's Handbag,Accessories,U2259,5,This product has sound is clear!!,positive,20-12-2025
R0275,P006,Women's Handbag,Accessories,U6150,5,This product has very useful.,positive,26-05-2024
R0276,P002,Stainless Steel Water Bottle,Home & Kitchen,U4048,4,This product has comfortable to use :),positive,30-08-2023
R0277,P005,Cotton Bedsheet Set,Home & Kitchen,U8311,5,This product has fast delivery.,positive,02-10-2025
R0278,P004,Smart LED TV 43 inch,Electronics,U3223,4,This product has excellent build :),positive,20-12-2023
R0279,P008,Mixer Grinder 750W,Home & Kitchen,U6236,4,This product has very useful.,positive,13-05-2023
R0280,P005,Cotton Bedsheet Set,Home & Kitchen,U3580,5,This product has highly recommended!!,positive,10-01-2025
R0281,P004,Smart LED TV 43 inch,Electronics,U4292,4,This product has value for money!!,positive,08-10-2025
R0282,P001,Wireless Bluetooth Earbuds,Electronics,U7044,5,This product has comfortable to use!!,positive,26-06-2023
R0283,P002,Stainless Steel Water Bottle,Home & Kitchen,U7523,5,This product has highly recommended :),positive,12-12-2025
R0284,P007,Gaming Mouse RGB,Electronics,U2208,5,This product has value for money.,positive,01-06-2023
R0285,P008,Mixer Grinder 750W,Home & Kitchen,U9476,5,This product has looks premium!!,positive,08-01-2024
R0286,P003,Men's Running Shoes,Clothing,U9238,5,This product has great quality!,positive,27-11-2025
R0287,P003,Men's Running Shoes,Clothing,U3697,5,This product has value for money.,positive,06-04-2024
R0288,P006,Women's Handbag,Accessories,U2292,5,This product has easy to use!!,positive,16-07-2024
R0289,P003,Men's Running Shoes,Clothing,U9740,5,This product has excellent build!!,positive,12-11-2023
R0290,P003,Men's Running Shoes,Clothing,U1674,5,This product has great quality!,positive,04-04-2023
R0291,P005,Cotton Bedsheet Set,Home & Kitchen,U7825,4,This product has sound is clear!,positive,16-10-2025
R0292,P005,Cotton Bedsheet Set,Home & Kitchen,U8912,5,This product has fast delivery :),positive,01-09-2024
R0293,P008,Mixer Grinder 750W,Home & Kitchen,U1981,4,This product has value for money :),positive,01-05-2025
R0294,P008,Mixer Grinder 750W,Home & Kitchen,U4342,5,This product has looks premium!!,positive,02-10-2024
R0295,P006,Women's Handbag,Accessories,U7532,5,This product has value for money.,positive,20-11-2025
R0296,P002,Stainless Steel Water Bottle,Home & Kitchen,U4960,5,This product has comfortable to use!,positive,01-07-2024
R0297,P008,Mixer Grinder 750W,Home & Kitchen,U3308,4,This product has excellent build!,positive,17-08-2024
R0298,P007,Gaming Mouse RGB,Electronics,U5067,5,This product has value for money.,positive,02-10-2024
R0299,P004,Smart LED TV 43 inch,Electronics,U9163,4,This product has battery lasts long :),positive,18-10-2025
R0300,P005,Cotton Bedsheet Set,Home & Kitchen,U1379,5,This product has excellent build :),positive,01-11-2025
R0301,P008,Mixer Grinder 750W,Home & Kitchen,U4524,4,This product has sound is clear.,positive,10-04-2023
R0302,P001,Wireless Bluetooth Earbuds,Electronics,U9108,5,This product has sound is clear :),positive,08-08-2024
R0303,P001,Wireless Bluetooth Earbuds,Electronics,U8060,4,This product has value for money.,positive,19-01-2025
R0304,P007,Gaming Mouse RGB,Electronics,U1741,5,This product has works perfectly!,positive,03-02-2024
R0305,P006,Women's Handbag,Accessories,U2204,5,This product has works perfectly :),positive,26-07-2024
R0306,P002,Stainless Steel Water Bottle,Home & Kitchen,U2584,4,This product has works perfectly.,positive,25-11-2024
R0307,P006,Women's Handbag,Accessories,U4261,4,This product has sound is clear :),positive,21-10-2025
R0308,P001,Wireless Bluetooth Earbuds,Electronics,U1637,4,This product has value for money.,positive,28-08-2025
R0309,P008,Mixer Grinder 750W,Home & Kitchen,U9446,4,This product has value for money.,positive,14-10-2024
R0310,P003,Men's Running Shoes,Clothing,U5902,5,This product has sound is clear.,positive,04-11-2025
R0311,P008,Mixer Grinder 750W,Home & Kitchen,U8780,5,This product has great quality.,positive,09-11-2024
R0312,P002,Stainless Steel Water Bottle,Home & Kitchen,U6040,5,This product has highly recommended!,positive,29-08-2025
R0313,P005,Cotton Bedsheet Set,Home & Kitchen,U1841,4,This product has sound is clear :),positive,16-12-2023
R0314,P007,Gaming Mouse RGB,Electronics,U4968,4,This product has great quality!,positive,26-01-2024
R0315,P001,Wireless Bluetooth Earbuds,Electronics,U6139,5,This product has works perfectly!!,positive,25-04-2025
R0316,P004,Smart LED TV 43 inch,Electronics,U9221,5,This product has sound is clear :),positive,08-05-2023
R0317,P003,Men's Running Shoes,Clothing,U6325,4,This product has very useful :),positive,12-12-2025
R0318,P007,Gaming Mouse RGB,Electronics,U3837,5,This product has comfortable to use.,positive,26-12-2024
R0319,P005,Cotton Bedsheet Set,Home & Kitchen,U4150,5,This product has fast delivery.,positive,03-09-2024
R0320,P004,Smart LED TV 43 inch,Electronics,U5735,5,This product has highly recommended!!,positive,28-09-2025
R0321,P006,Women's Handbag,Accessories,U6714,5,This product has battery lasts long.,positive,12-08-2024
R0322,P002,Stainless Steel Water Bottle,Home & Kitchen,U7464,5,This product has looks premium!!,positive,17-08-2024
R0323,P001,Wireless Bluetooth Earbuds,Electronics,U2294,5,This product has looks premium :),positive,09-06-2024
R0324,P008,Mixer Grinder 750W,Home & Kitchen,U4310,4,This product has battery lasts long.,positive,10-07-2024
R0325,P003,Men's Running Shoes,Clothing,U4920,4,This product has fast delivery!,positive,23-12-2025
R0326,P004,Smart LED TV 43 inch,Electronics,U1860,4,This product has excellent build :),positive,07-11-2024
R0327,P008,Mixer Grinder 750W,Home & Kitchen,U3252,4,This product has great quality!!,positive,13-04-2025
R0328,P008,Mixer Grinder 750W,Home & Kitchen,U4267,5,This product has easy to use.,positive,07-08-2024
R0329,P001,Wireless Bluetooth Earbuds,Electronics,U4804,4,This product has battery lasts long!,positive,25-12-2023
R0330,P007,Gaming Mouse RGB,Electronics,U1595,4,This product has works perfectly :),positive,17-01-2024
R0331,P005,Cotton Bedsheet Set,Home & Kitchen,U1151,4,This product has easy to use!,positive,17-11-2024
R0332,P005,Cotton Bedsheet Set,Home & Kitchen,U9901,5,This product has battery lasts long :),positive,02-10-2023
R0333,P008,Mixer Grinder 750W,Home & Kitchen,U4159,5,This product has excellent build.,positive,29-11-2023
R0334,P008,Mixer Grinder 750W,Home & Kitchen,U4050,5,This product has great quality.,positive,27-08-2024
R0335,P004,Smart LED TV 43 inch,Electronics,U7643,4,This product has works perfectly.,positive,27-06-2023
R0336,P007,Gaming Mouse RGB,Electronics,U4027,4,This product has value for money :),positive,24-10-2024
R0337,P004,Smart LED TV 43 inch,Electronics,U5272,4,This product has works perfectly!!,positive,03-07-2025
R0338,P005,Cotton Bedsheet Set,Home & Kitchen,U5947,5,This product has sound is clear!,positive,19-06-2024
R0339,P006,Women's Handbag,Accessories,U2017,4,This product has very useful!,positive,11-08-2025
R0340,P005,Cotton Bedsheet Set,Home & Kitchen,U7642,4,This product has very useful.,positive,29-08-2023
R0341,P005,Cotton Bedsheet Set,Home & Kitchen,U4618,5,This product has fast delivery!!,positive,06-09-2025
R0342,P003,Men's Running Shoes,Clothing,U7121,5,This product has works perfectly :),positive,23-03-2024
R0343,P004,Smart LED TV 43 inch,Electronics,U9609,4,This product has comfortable to use.,positive,09-06-2023
R0344,P002,Stainless Steel Water Bottle,Home & Kitchen,U9972,4,This product has battery lasts long!!,positive,03-11-2023
R0345,P003,Men's Running Shoes,Clothing,U9525,5,This product has comfortable to use!,positive,25-02-2024
R0346,P008,Mixer Grinder 750W,Home & Kitchen,U9361,4,This product has comfortable to use!,positive,17-07-2025
R0347,P003,Men's Running Shoes,Clothing,U8484,5,This product has sound is clear!,positive,04-08-2025
R0348,P005,Cotton Bedsheet Set,Home & Kitchen,U7487,4,This product has easy to use!,positive,22-03-2024
R0349,P002,Stainless Steel Water Bottle,Home & Kitchen,U7941,4,This product has looks premium!,positive,04-05-2023
R0350,P002,Stainless Steel Water Bottle,Home & Kitchen,U1519,5,This product has easy to use :),positive,04-01-2024
R0351,P003,Men's Running Shoes,Clothing,U7135,5,This product has works perfectly :),positive,12-02-2025
R0352,P007,Gaming Mouse RGB,Electronics,U9835,4,This product has value for money.,positive,31-08-2023
R0353,P003,Men's Running Shoes,Clothing,U9664,5,This product has value for money!!,positive,08-01-2023
R0354,P001,Wireless Bluetooth Earbuds,Electronics,U8585,5,This product has very useful :),positive,25-12-2025
R0355,P007,Gaming Mouse RGB,Electronics,U5055,4,This product has comfortable to use.,positive,14-11-2023
R0356,P005,Cotton Bedsheet Set,Home & Kitchen,U2848,4,This product has great quality :),positive,02-02-2023
R0357,P004,Smart LED TV 43 inch,Electronics,U2102,4,This product has excellent build!,positive,03-07-2025
R0358,P001,Wireless Bluetooth Earbuds,Electronics,U1724,4,This product has works perfectly :),positive,24-04-2024
R0359,P004,Smart LED TV 43 inch,Electronics,U3295,4,This product has battery lasts long.,positive,24-04-2024
R0360,P006,Women's Handbag,Accessories,U4881,5,This product has easy to use!!,positive,03-12-2025
R0361,P004,Smart LED TV 43 inch,Electronics,U5923,5,This product has easy to use!,positive,25-12-2023
R0362,P007,Gaming Mouse RGB,Electronics,U1768,5,This product has looks premium :),positive,10-12-2025
R0363,P006,Women's Handbag,Accessories,U7688,5,This product has value for money.,positive,09-02-2025
R0364,P003,Men's Running Shoes,Clothing,U4948,5,This product has fast delivery.,positive,23-10-2023
R0365,P008,Mixer Grinder 750W,Home & Kitchen,U7761,4,This product has works perfectly!!,positive,06-03-2025
R0366,P004,Smart LED TV 43 inch,Electronics,U4331,5,This product has looks premium!,positive,10-07-2025
R0367,P006,Women's Handbag,Accessories,U9775,4,This product has highly recommended!!,positive,16-04-2023
R0368,P005,Cotton Bedsheet Set,Home & Kitchen,U1647,5,This product has excellent build!!,positive,20-03-2024
R0369,P008,Mixer Grinder 750W,Home & Kitchen,U6455,4,This product has easy to use!,positive,09-03-2024
R0370,P004,Smart LED TV 43 inch,Electronics,U8846,4,This product has fast delivery!!,positive,23-03-2025
R0371,P004,Smart LED TV 43 inch,Electronics,U5637,5,This product has works perfectly :),positive,28-12-2025
R0372,P006,Women's Handbag,Accessories,U5285,5,This product has looks premium :),positive,12-08-2025
R0373,P002,Stainless Steel Water Bottle,Home & Kitchen,U6246,5,This product has fast delivery.,positive,02-10-2024
R0374,P007,Gaming Mouse RGB,Electronics,U4625,4,This product has highly recommended!!,positive,03-02-2023
R0375,P005,Cotton Bedsheet Set,Home & Kitchen,U5836,5,This product has value for money!!,positive,06-11-2024
R0376,P004,Smart LED TV 43 inch,Electronics,U5026,5,This product has comfortable to use.,positive,11-06-2024
R0377,P008,Mixer Grinder 750W,Home & Kitchen,U8550,5,This product has value for money.,positive,13-12-2023
R0378,P003,Men's Running Shoes,Clothing,U4015,5,This product has battery lasts long!,positive,09-12-2025
R0379,P001,Wireless Bluetooth Earbuds,Electronics,U1794,4,This product has great quality :),positive,09-10-2023
R0380,P004,Smart LED TV 43 inch,Electronics,U3474,4,This product has great quality!!,positive,01-11-2025
R0381,P008,Mixer Grinder 750W,Home & Kitchen,U1990,5,This product has sound is clear :),positive,26-09-2025
R0382,P001,Wireless Bluetooth Earbuds,Electronics,U9719,4,This product has battery lasts long :),positive,25-01-2023
R0383,P001,Wireless Bluetooth Earbuds,Electronics,U9777,5,This product has easy to use!,positive,25-10-2025
R0384,P007,Gaming Mouse RGB,Electronics,U2753,4,This product has excellent build!!,positive,08-05-2024
R0385,P004,Smart LED TV 43 inch,Electronics,U6807,5,This product has easy to use :),positive,11-06-2023
R0386,P006,Women's Handbag,Accessories,U8520,5,This product has sound is clear!!,positive,07-04-2024
R0387,P005,Cotton Bedsheet Set,Home & Kitchen,U1519,4,This product has excellent build :),positive,15-02-2025
R0388,P007,Gaming Mouse RGB,Electronics,U1919,5,This product has very useful!,positive,17-12-2023
R0389,P002,Stainless Steel Water Bottle,Home & Kitchen,U8109,5,This product has very useful.,positive,15-07-2023
R0390,P001,Wireless Bluetooth Earbuds,Electronics,U4463,4,This product has highly recommended :),positive,09-07-2024
R0391,P001,Wireless Bluetooth Earbuds,Electronics,U5593,4,This product has battery lasts long!,positive,03-01-2024
R0392,P006,Women's Handbag,Accessories,U4394,4,This product has sound is clear!!,positive,26-03-2025
R0393,P002,Stainless Steel Water Bottle,Home & Kitchen,U3661,5,This product has sound is clear!!,positive,07-03-2025
R0394,P006,Women's Handbag,Accessories,U3292,5,This product has highly recommended!,positive,22-10-2025
R0395,P006,Women's Handbag,Accessories,U2600,4,This product has works perfectly!!,positive,05-06-2023
R0396,P006,Women's Handbag,Accessories,U6347,5,This product has great quality.,positive,11-07-2025
R0397,P008,Mixer Grinder 750W,Home & Kitchen,U6829,4,This product has battery lasts long :),positive,03-06-2025
R0398,P003,Men's Running Shoes,Clothing,U2404,5,This product has sound is clear.,positive,19-05-2024
R0399,P002,Stainless Steel Water Bottle,Home & Kitchen,U5390,4,This product has value for money :),positive,12-11-2023
R0400,P007,Gaming Mouse RGB,Electronics,U6909,5,This product has excellent build!,positive,11-01-2023
R0401,P005,Cotton Bedsheet Set,Home & Kitchen,U6896,5,This product has easy to use!,positive,29-09-2023
R0402,P002,Stainless Steel Water Bottle,Home & Kitchen,U8061,4,This product has comfortable to use :),positive,31-07-2023
R0403,P001,Wireless Bluetooth Earbuds,Electronics,U6798,4,This product has battery lasts long!,positive,26-10-2024
R0404,P007,Gaming Mouse RGB,Electronics,U5781,4,This product has works perfectly :),positive,23-06-2023
R0405,P004,Smart LED TV 43 inch,Electronics,U7237,4,This product has value for money!!,positive,04-07-2024
R0406,P005,Cotton Bedsheet Set,Home & Kitchen,U9079,5,This product has value for money!,positive,09-12-2023
R0407,P007,Gaming Mouse RGB,Electronics,U7899,5,This product has easy to use :),positive,07-06-2023
R0408,P006,Women's Handbag,Accessories,U5040,5,This product has highly recommended :),positive,05-02-2024
R0409,P008,Mixer Grinder 750W,Home & Kitchen,U3219,4,This product has easy to use!,positive,21-03-2025
R0410,P006,Women's Handbag,Accessories,U6399,5,This product has comfortable to use.,positive,31-05-2025
R0411,P003,Men's Running Shoes,Clothing,U6253,5,This product has sound is clear!!,positive,08-09-2025
R0412,P006,Women's Handbag,Accessories,U7524,4,This product has looks premium.,positive,02-10-2025
R0413,P004,Smart LED TV 43 inch,Electronics,U7161,5,This product has easy to use :),positive,17-01-2025
R0414,P002,Stainless Steel Water Bottle,Home & Kitchen,U9939,4,This product has value for money!,positive,03-08-2025
R0415,P004,Smart LED TV 43 inch,Electronics,U5773,5,This product has highly recommended!,positive,17-04-2025
R0416,P008,Mixer Grinder 750W,Home & Kitchen,U5961,4,This product has fast delivery.,positive,12-11-2023
R0417,P007,Gaming Mouse RGB,Electronics,U2211,5,This product has comfortable to use :),positive,31-03-2025
R0418,P007,Gaming Mouse RGB,Electronics,U6890,4,This product has highly recommended!,positive,12-08-2023
R0419,P004,Smart LED TV 43 inch,Electronics,U3725,5,This product has very useful!,positive,29-03-2025
R0420,P006,Women's Handbag,Accessories,U2735,5,This product has great quality!,positive,13-06-2024
R0421,P004,Smart LED TV 43 inch,Electronics,U8303,4,This product has looks premium :),positive,06-08-2025
R0422,P003,Men's Running Shoes,Clothing,U1402,5,This product has comfortable to use!,positive,28-08-2024
R0423,P007,Gaming Mouse RGB,Electronics,U2901,4,This product has highly recommended!!,positive,14-12-2024
R0424,P005,Cotton Bedsheet Set,Home & Kitchen,U8460,5,This product has fast delivery :),positive,14-12-2024
R0425,P008,Mixer Grinder 750W,Home & Kitchen,U8178,4,This product has highly recommended :),positive,15-10-2024
R0426,P002,Stainless Steel Water Bottle,Home & Kitchen,U1732,5,This product has highly recommended!,positive,16-02-2023
R0427,P006,Women's Handbag,Accessories,U3692,4,This product has highly recommended!!,positive,22-11-2025
R0428,P003,Men's Running Shoes,Clothing,U6422,4,This product has battery lasts long :),positive,04-08-2025
R0429,P004,Smart LED TV 43 inch,Electronics,U4022,5,This product has value for money :),positive,21-03-2025
R0430,P001,Wireless Bluetooth Earbuds,Electronics,U8365,4,This product has sound is clear :),positive,07-03-2025
R0431,P001,Wireless Bluetooth Earbuds,Electronics,U4371,4,This product has easy to use!,positive,28-07-2023
R0432,P003,Men's Running Shoes,Clothing,U6340,5,This product has fast delivery :),positive,22-08-2023
R0433,P005,Cotton Bedsheet Set,Home & Kitchen,U9646,5,This product has very useful.,positive,06-03-2025
R0434,P007,Gaming Mouse RGB,Electronics,U6700,4,This product has looks premium :),positive,20-12-2023
R0435,P005,Cotton Bedsheet Set,Home & Kitchen,U3194,4,This product has looks premium!,positive,03-05-2024
R0436,P005,Cotton Bedsheet Set,Home & Kitchen,U3999,4,This product has looks premium!!,positive,12-11-2025
R0437,P007,Gaming Mouse RGB,Electronics,U3258,5,This product has sound is clear :),positive,16-05-2025
R0438,P003,Men's Running Shoes,Clothing,U9804,5,This product has highly recommended!!,positive,08-12-2023
R0439,P008,Mixer Grinder 750W,Home & Kitchen,U3298,5,This product has value for money.,positive,12-07-2025
R0440,P001,Wireless Bluetooth Earbuds,Electronics,U1157,5,This product has comfortable to use!!,positive,04-02-2024
R0441,P007,Gaming Mouse RGB,Electronics,U7703,5,This product has very useful :),positive,01-05-2025
R0442,P008,Mixer Grinder 750W,Home & Kitchen,U3740,5,This product has excellent build!,positive,27-03-2024
R0443,P005,Cotton Bedsheet Set,Home & Kitchen,U5503,4,This product has fast delivery.,positive,11-12-2023
R0444,P008,Mixer Grinder 750W,Home & Kitchen,U9369,5,This product has excellent build!,positive,02-07-2024
R0445,P006,Women's Handbag,Accessories,U8231,4,This product has battery lasts long!!,positive,20-05-2025
R0446,P002,Stainless Steel Water Bottle,Home & Kitchen,U5877,4,This product has great quality :),positive,22-06-2024
R0447,P006,Women's Handbag,Accessories,U8193,4,This product has excellent build!!,positive,05-03-2024
R0448,P006,Women's Handbag,Accessories,U3719,5,This product has sound is clear!!,positive,28-02-2024
R0449,P004,Smart LED TV 43 inch,Electronics,U6747,4,This product has battery lasts long.,positive,11-12-2023
R0450,P006,Women's Handbag,Accessories,U5740,5,This product has sound is clear.,positive,19-11-2025
R0451,P002,Stainless Steel Water Bottle,Home & Kitchen,U7743,4,This product has great quality.,positive,17-09-2023
R0452,P003,Men's Running Shoes,Clothing,U3396,4,This product has highly recommended.,positive,21-05-2024
R0453,P007,Gaming Mouse RGB,Electronics,U3329,5,This product has sound is clear.,positive,28-04-2025
R0454,P007,Gaming Mouse RGB,Electronics,U2237,5,This product has very useful!,positive,05-04-2025
R0455,P005,Cotton Bedsheet Set,Home & Kitchen,U8449,5,This product has comfortable to use.,positive,06-01-2023
R0456,P002,Stainless Steel Water Bottle,Home & Kitchen,U6869,5,This product has excellent build :),positive,22-03-2024
R0457,P007,Gaming Mouse RGB,Electronics,U9105,4,This product has easy to use.,positive,03-08-2024
R0458,P006,Women's Handbag,Accessories,U8951,4,This product has looks premium!,positive,05-04-2023
R0459,P002,Stainless Steel Water Bottle,Home & Kitchen,U1266,5,This product has excellent build!!,positive,22-06-2025
R0460,P008,Mixer Grinder 750W,Home & Kitchen,U8009,4,This product has fast delivery!!,positive,10-09-2024
R0461,P003,Men's Running Shoes,Clothing,U2529,5,This product has very useful.,positive,27-05-2024
R0462,P002,Stainless Steel Water Bottle,Home & Kitchen,U3711,5,This product has great quality :),positive,17-09-2024
R0463,P004,Smart LED TV 43 inch,Electronics,U2494,5,This product has highly recommended!,positive,03-01-2023
R0464,P004,Smart LED TV 43 inch,Electronics,U2276,5,This product has value for money!!,positive,29-11-2025
R0465,P008,Mixer Grinder 750W,Home & Kitchen,U1132,4,This product has highly recommended.,positive,04-09-2023
R0466,P007,Gaming Mouse RGB,Electronics,U8826,4,This product has excellent build!!,positive,23-02-2025
R0467,P002,Stainless Steel Water Bottle,Home & Kitchen,U2690,4,This product has looks premium.,positive,04-09-2024
R0468,P003,Men's Running Shoes,Clothing,U3181,5,This product has very useful!!,positive,21-05-2023
R0469,P001,Wireless Bluetooth Earbuds,Electronics,U8210,4,This product has looks premium!!,positive,07-11-2023
R0470,P007,Gaming Mouse RGB,Electronics,U4559,5,This product has excellent build!,positive,14-10-2023
R0471,P002,Stainless Steel Water Bottle,Home & Kitchen,U6759,5,This product has works perfectly.,positive,14-10-2023
R0472,P004,Smart LED TV 43 inch,Electronics,U2380,5,This product has fast delivery.,positive,24-02-2023
R0473,P005,Cotton Bedsheet Set,Home & Kitchen,U9482,4,This product has sound is clear!!,positive,13-03-2025
R0474,P005,Cotton Bedsheet Set,Home & Kitchen,U4921,4,This product has comfortable to use :),positive,19-08-2023
R0475,P004,Smart LED TV 43 inch,Electronics,U2163,5,This product has battery lasts long!,positive,09-01-2025
R0476,P006,Women's Handbag,Accessories,U7337,4,This product has sound is clear :),positive,18-01-2025
R0477,P003,Men's Running Shoes,Clothing,U2195,5,This product has great quality!,positive,29-01-2023
R0478,P005,Cotton Bedsheet Set,Home & Kitchen,U1652,4,This product has great quality :),positive,03-11-2025
R0479,P005,Cotton Bedsheet Set,Home & Kitchen,U7939,5,This product has highly recommended :),positive,18-06-2023
R0480,P003,Men's Running Shoes,Clothing,U2369,5,This product has easy to use!,positive,13-11-2025
R0481,P004,Smart LED TV 43 inch,Electronics,U9788,4,This product has looks premium :),positive,16-05-2023
R0482,P005,Cotton Bedsheet Set,Home & Kitchen,U4909,5,This product has great quality!!,positive,26-06-2023
R0483,P007,Gaming Mouse RGB,Electronics,U8428,4,This product has sound is clear!,positive,25-09-2024
R0484,P003,Men's Running Shoes,Clothing,U1207,4,This product has highly recommended!!,positive,24-01-2023
R0485,P003,Men's Running Shoes,Clothing,U6680,5,This product has battery lasts long.,positive,08-12-2023
R0486,P006,Women's Handbag,Accessories,U5403,4,This product has highly recommended!,positive,02-03-2023
R0487,P006,Women's Handbag,Accessories,U5456,5,This product has battery lasts long!,positive,22-06-2024
R0488,P002,Stainless Steel Water Bottle,Home & Kitchen,U8457,5,This product has battery lasts long.,positive,24-04-2023
R0489,P008,Mixer Grinder 750W,Home & Kitchen,U7024,4,This product has value for money.,positive,30-07-2023
R0490,P002,Stainless Steel Water Bottle,Home & Kitchen,U9336,4,This product has great quality!,positive,26-01-2023
R0491,P004,Smart LED TV 43 inch,Electronics,U8729,4,This product has looks premium :),positive,04-11-2023
R0492,P003,Men's Running Shoes,Clothing,U7870,4,This product has fast delivery.,positive,23-05-2024
R0493,P007,Gaming Mouse RGB,Electronics,U5444,5,This product has excellent build.,positive,02-09-2023
R0494,P001,Wireless Bluetooth Earbuds,Electronics,U4656,4,This product has battery lasts long!,positive,01-04-2025
R0495,P002,Stainless Steel Water Bottle,Home & Kitchen,U5625,5,This product has easy to use.,positive,26-06-2023
R0496,P008,Mixer Grinder 750W,Home & Kitchen,U7044,4,This product has fast delivery.,positive,14-09-2024
R0497,P004,Smart LED TV 43 inch,Electronics,U7033,5,This product has sound is clear :),positive,05-02-2024
R0498,P004,Smart LED TV 43 inch,Electronics,U1104,4,This product has works perfectly!,positive,22-04-2024
R0499,P006,Women's Handbag,Accessories,U6488,4,This product has great quality :),positive,21-09-2024
R0500,P002,Stainless Steel Water Bottle,Home & Kitchen,U9680,4,This product has fast delivery :),positive,04-10-2025
R0501,P001,Wireless Bluetooth Earbuds,Electronics,U5584,1,This product has not worth the price.,negative,19-04-2024
R0502,P007,Gaming Mouse RGB,Electronics,U8511,2,This product has bad experience.,negative,15-07-2023
R0503,P003,Men's Running Shoes,Clothing,U2226,2,This product has uncomfortable.,negative,09-06-2025
R0504,P003,Men's Running Shoes,Clothing,U5778,1,This product has cheap material :(,negative,15-03-2025
R0505,P006,Women's Handbag,Accessories,U8417,2,This product has cheap material!!,negative,02-06-2023
R0506,P004,Smart LED TV 43 inch,Electronics,U2785,1,This product has stopped working.,negative,03-12-2023
R0507,P008,Mixer Grinder 750W,Home & Kitchen,U6145,2,This product has slow performance.,negative,03-01-2025
R0508,P004,Smart LED TV 43 inch,Electronics,U6051,2,This product has defective item :(,negative,03-09-2023
R0509,P002,Stainless Steel Water Bottle,Home & Kitchen,U5984,1,This product has bad experience.,negative,16-03-2024
R0510,P006,Women's Handbag,Accessories,U2494,1,This product has bad experience!!,negative,29-12-2024
R0511,P007,Gaming Mouse RGB,Electronics,U5896,1,This product has cheap material!!,negative,05-03-2023
R0512,P007,Gaming Mouse RGB,Electronics,U5093,2,This product has not worth the price...,negative,28-07-2023
R0513,P003,Men's Running Shoes,Clothing,U1195,1,This product has poor quality!!,negative,25-09-2023
R0514,P004,Smart LED TV 43 inch,Electronics,U7098,2,This product has noisy operation.,negative,14-06-2024
R0515,P002,Stainless Steel Water Bottle,Home & Kitchen,U2056,1,This product has very disappointed...,negative,21-09-2023
R0516,P002,Stainless Steel Water Bottle,Home & Kitchen,U3007,2,This product has poor quality...,negative,14-04-2023
R0517,P003,Men's Running Shoes,Clothing,U7471,2,This product has defective item.,negative,22-02-2025
R0518,P007,Gaming Mouse RGB,Electronics,U6799,1,This product has very disappointed!!,negative,17-07-2024
R0519,P005,Cotton Bedsheet Set,Home & Kitchen,U3435,2,This product has poor quality!!,negative,27-08-2024
R0520,P008,Mixer Grinder 750W,Home & Kitchen,U8848,2,This product has poor quality.,negative,26-07-2024
R0521,P007,Gaming Mouse RGB,Electronics,U7868,1,This product has very disappointed!!,negative,09-02-2023
R0522,P007,Gaming Mouse RGB,Electronics,U8859,2,This product has not as described...,negative,05-12-2024
R0523,P006,Women's Handbag,Accessories,U5430,2,This product has stopped working.,negative,15-10-2024
R0524,P004,Smart LED TV 43 inch,Electronics,U5602,1,This product has poor quality...,negative,20-12-2025
R0525,P006,Women's Handbag,Accessories,U3615,1,This product has not worth the price!!,negative,08-05-2024
R0526,P005,Cotton Bedsheet Set,Home & Kitchen,U4594,1,This product has uncomfortable...,negative,27-12-2024
R0527,P003,Men's Running Shoes,Clothing,U4875,1,This product has uncomfortable :(,negative,04-01-2025
R0528,P001,Wireless Bluetooth Earbuds,Electronics,U3328,2,This product has uncomfortable!!,negative,05-10-2025
R0529,P005,Cotton Bedsheet Set,Home & Kitchen,U9035,1,This product has poor quality.,negative,26-04-2023
R0530,P004,Smart LED TV 43 inch,Electronics,U1326,1,This product has not as described...,negative,02-01-2023
R0531,P006,Women's Handbag,Accessories,U3137,1,This product has battery drains fast!!,negative,24-10-2024
R0532,P001,Wireless Bluetooth Earbuds,Electronics,U3420,1,This product has uncomfortable!!,negative,16-08-2023
R0533,P006,Women's Handbag,Accessories,U7120,1,This product has bad experience...,negative,26-07-2023
R0534,P006,Women's Handbag,Accessories,U6285,2,This product has stopped working!!,negative,13-06-2025
R0535,P008,Mixer Grinder 750W,Home & Kitchen,U3854,2,This product has bad experience :(,negative,02-04-2024
R0536,P003,Men's Running Shoes,Clothing,U6026,2,This product has bad experience :(,negative,18-09-2023
R0537,P003,Men's Running Shoes,Clothing,U7415,1,This product has uncomfortable.,negative,08-01-2024
R0538,P006,Women's Handbag,Accessories,U2705,1,This product has defective item!!,negative,09-11-2024
R0539,P002,Stainless Steel Water Bottle,Home & Kitchen,U6682,1,This product has battery drains fast!!,negative,01-07-2023
R0540,P006,Women's Handbag,Accessories,U1186,2,This product has cheap material!!,negative,26-05-2024
R0541,P002,Stainless Steel Water Bottle,Home & Kitchen,U5205,2,This product has not worth the price.,negative,09-04-2023
R0542,P007,Gaming Mouse RGB,Electronics,U7875,2,This product has stopped working...,negative,06-10-2025
R0543,P007,Gaming Mouse RGB,Electronics,U9946,2,This product has slow performance.,negative,08-09-2025
